POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
23,2012,D2,SP,Men,"Mathis, Jamarius",FR-1,Adams State,,,16.37m,"53' 8.5""",,New Mexico Tailwind Invitational,"Apr 6, 2012"
24,2012,D2,SP,Men,"Holland, Cody",SO-2,Pittsburg St.,,,16.35m,"53' 7.75""",,2012 MIAA Championships,"May 4, 2012"
1,2012,D2,SP,Women,"Buresh, Lauren",SR-4,Grand Valley St.,,,15.82m,"51' 11""",,GLIAC Outdoor Track & Field Championship,"May 2, 2012"
2,2012,D2,SP,Women,"Muyskens, Kayla",SR-4,Central Missouri,,,15.67m,"51' 5""",,2012 MIAA Championships,"May 4, 2012"
3,2012,D2,SP,Women,"Smith, Heidi",SR-4,Pittsburg St.,,,15.00m,"49' 2.5""",,Sam Williams Twilight Qualifier,"May 12, 2012"
4,2012,D2,SP,Women,"Bridenthal, Jessica",,Ashland,,,14.91m,"48' 11""",,GLIAC Outdoor Track & Field Championship,"May 2, 2012"
5,2012,D2,SP,Women,"Lockhart, Sam",SR-4,Grand Valley St.,,,14.90m,"48' 10.75""",,GLIAC Outdoor Track & Field Championship,"May 2, 2012"
5,2012,D2,SP,Women,"Richards, Larissa",SR-4,Pittsburg St.,,,14.90m,"48' 10.75""",,2012 MIAA Championships,"May 4, 2012"
7,2012,D2,SP,Women,"Rausch, Alissa",,Winona State,,,14.89m,"48' 10.25""",,Wisconsin Outdoor Open,"May 4, 2012"
8,2012,D2,SP,Women,"Green, Nicole",SR-4,Missouri Southern,,,14.77m,"48' 5.5""",,MSSU Invitational,"Apr 27, 2012"
9,2012,D2,SP,Women,"McKnight, Lekiesha",JR-3,NW Missouri,,,14.69m,"48' 2.5""",,NCC Dr. Keeler Track & Field Meet - 2012,"May 10, 2012"
10,2012,D2,SP,Women,"Ash, Kelly",SR-4,Ashland,,,14.66m,"48' 1.25""",,All Ohio Championships 2012,"Apr 20, 2012"
11,2012,D2,SP,Women,"Kruger, Katie",SO-2,Adams State,,,14.65m,"48' 0.75""",,Jack Christiansen Invitational,"Apr 27, 2012"
12,2012,D2,SP,Women,"Greene, Candace",JR-3,UMass Lowell,,,14.64m,"48' 0.5""",,Penn Relays,"Apr 26, 2012"
13,2012,D2,SP,Women,"Ziemke, Jackie",,Nebraska-Kearney,,,14.62m,"47' 11.75""",,2012 Concordia Twilight,"May 11, 2012"
14,2012,D2,SP,Women,"Rowland, Jessica",,Findlay,,,14.61m,"47' 11.25""",,GLIAC Outdoor Track & Field Championship,"May 2, 2012"
15,2012,D2,SP,Women,"Boke, Melodi",SR-4,Northern State,,,14.53m,"47' 8""",,Mankato Twilight,"May 2, 2012"
16,2012,D2,SP,Women,"Gerhardt, Katherine",FR-1,Tiffin,,,14.48m,"47' 6.25""",,Hilltopper Relays,"Apr 14, 2012"
17,2012,D2,SP,Women,"Henry, Leeza",JR-3,MSU-Billings,,,14.39m,"47' 2.5""",,UNLV Track Classic,"Mar 2, 2012"
18,2012,D2,SP,Women,"Fehringer, Carly",,Wayne St. (Neb.),,,14.35m,"47' 1""",,2012 Concordia Mid-Week Open,"Apr 6, 2012"
19,2012,D2,SP,Women,"Dewitt, Ashley",SO-2,Tiffin,,,14.34m,"47' 0.75""",,Shamrock Invitational,"Mar 15, 2012"
20,2012,D2,SP,Women,"Wells, Sara",,Wayne St. (Neb.),,,14.27m,"46' 10""",,NSIC Outdoor Track & Field Championships,"May 11, 2012"
21,2012,D2,SP,Women,"Cornman, Kylie",JR-3,Missouri Southern,,,14.21m,"46' 7.5""",,ESU Relays,"Apr 7, 2012"
22,2012,D2,SP,Women,"Musika, Luisa",SR-4,San Francisco St.,,,14.20m,"46' 7.25""",,2012 Brutus Hamilton Open,"Apr 27, 2012"
23,2012,D2,SP,Women,"Doyle, April",SR-4,Kutztown,,,14.14m,"46' 4.75""",,Princeton Larry Ellis Invitational,"Apr 20, 2012"
24,2012,D2,SP,Women,"Rolon, Sormarie",SR-4,P.R.-Mayaguez,,,14.13m,"46' 4.25""",,6to Memorial Luis Velez,"Apr 7, 2012"
1,2012,D2,TJ,Men,"Calenda, Maurice",SR-4,American Int'l,,,15.74m,"51' 7.75""",,NEICAAA Outdoor Track & Field Championship,"May 10, 2012"
2,2012,D2,TJ,Men,"Slone, Austin",,Angelo State,,,15.72m,"51' 7""",,Lone Star Conference Championships,"May 3, 2012"
3,2012,D2,TJ,Men,"Waithe, Steve",FR-1,Shippensburg,,,15.71m,"51' 6.5""",,PSAC Outdoor Track & Field Championship,"May 3, 2012"
4,2012,D2,TJ,Men,"Jones, Kiara",SR-4,Pittsburg St.,,,15.68m,"51' 5.5""",,2012 MIAA Championships,"May 4, 2012"
5,2012,D2,TJ,Men,"Priest, LaQuan",SR-4,Claflin,,,15.43m,"50' 7.5""",,SIAC Track and Field Championship,"Apr 19, 2012"
6,2012,D2,TJ,Men,"Ng, KaWai",SR-4,UC San Diego,,,15.38m,"50' 5.5""",,CCAA Track & Field Championships,"May 3, 2012"
7,2012,D2,TJ,Men,"Brenton, Jason",SR-4,Lake Superior State,,,15.35m,"50' 4.5""",,GVSU 2nd to Last Chance Meet,"May 11, 2012"
8,2012,D2,TJ,Men,"Griggs, CJ",SO-2,TAMU-Kingsville,,,15.28m,"50' 1.75""",,Lone Star Conference Championships,"May 3, 2012"
9,2012,D2,TJ,Men,"Lashley, Kevin",JR-3,Grand Canyon,,,15.23m,"49' 11.75""",,CSULA Last Chance Qualifier,"May 12, 2012"
9,2012,D2,TJ,Men,"Wilkinson, DeJon",SO-2,St. Augustine's,,,15.23m,"49' 11.75""",,Duke Twilight,"May 6, 2012"
9,2012,D2,TJ,Men,"Williams, Levance",SR-4,Abilene Christian,,,15.23m,"49' 11.75""",,Lone Star Conference Championships,"May 3, 2012"
12,2012,D2,TJ,Men,"Cushon, Marquise",FR-1,Pittsburg St.,,,15.16m,"49' 9""",,ESU Spring Twilight,"Mar 15, 2012"
13,2012,D2,TJ,Men,"Riordan, Mark",SO-2,Fort Hays St.,,,15.12m,"49' 7.25""",,2012 Fort Hays State Open,"Apr 28, 2012"
14,2012,D2,TJ,Men,"Boure, Darion",,Missouri Southern,,,15.09m,"49' 6.25""",,2012 MIAA Championships,"May 4, 2012"
14,2012,D2,TJ,Men,"Molina, Marty",,Nebraska-Kearney,,,15.09m,"49' 6.25""",,ESU Relays,"Apr 7, 2012"
16,2012,D2,TJ,Men,"Forsythe, Glen",,Findlay,,,15.08m,"49' 5.75""",,GVSU Last Chance Meet,"May 12, 2012"
17,2012,D2,TJ,Men,"Hunter, Patrick",JR-3,Angelo State,,,15.07m,"49' 5.5""",,2012 Cactus Cup,"Mar 17, 2012"
18,2012,D2,TJ,Men,"Ford, Brandon",JR-3,Indiana (Pa.),,,15.02m,"49' 3.5""",,PSAC Outdoor Track & Field Championship,"May 3, 2012"
19,2012,D2,TJ,Men,"Postwaite, Joseph",FR-1,Lake Erie,,,14.96m,"49' 1""",,GVSU 2nd to Last Chance Meet,"May 11, 2012"
19,2012,D2,TJ,Men,"Stewart, Karlin",JR-3,Grand Canyon,,,14.96m,"49' 1""",,CSULA Last Chance Qualifier,"May 12, 2012"
21,2012,D2,TJ,Men,"Mack, Bryan",JR-3,Central Washington,,,14.95m,"49' 0.75""",,GNAC Outdoor Track & Field Championships,"May 11, 2012"
22,2012,D2,TJ,Men,"Berry-Smith, Dameion",JR-3,Cal St. Los Angeles,,,14.93m,"48' 11.75""",,CCAA Track & Field Championships,"May 3, 2012"
23,2012,D2,TJ,Men,"Groves, Porter",JR-3,NW Missouri,,,14.92m,"48' 11.5""",,2012 MIAA Championships,"May 4, 2012"
24,2012,D2,TJ,Men,"Leggette, Isaiah",JR-3,Albany State,,,14.91m,"48' 11""",,41st Annual Morehouse Relays,"Mar 15, 2012"
1,2012,D2,TJ,Women,"Ouedraogo, Amanda",,Abilene Christian,,,13.19m,"43' 3.25""",,2012 Clyde Littlefield Texas Relays,"Mar 28, 2012"
2,2012,D2,TJ,Women,"Danville, Kearah",SO-2,New Mexico Highlands,,,13.16m,"43' 2.25""",,2012 RMAC Outdoor Championships,"May 6, 2012"
3,2012,D2,TJ,Women,"Schmidt, Jenna",SR-4,Central Missouri,,,12.84m,"42' 1.5""",,2012 MIAA Championships,"May 4, 2012"
4,2012,D2,TJ,Women,"Zweifel, Jennifer",SR-4,Truman State,,,12.62m,"41' 5""",,2012 MIAA Championships,"May 4, 2012"
5,2012,D2,TJ,Women,"Wyatt, Danita",SR-4,CSU-Pueblo,,,12.56m,"41' 2.5""",,2012 RMAC Outdoor Championships,"May 6, 2012"
6,2012,D2,TJ,Women,"McDaniel, Keenya",,San Francisco St.,,,12.55m,"41' 2.25""",,2012 Brutus Hamilton Invitational,"Apr 28, 2012"
7,2012,D2,TJ,Women,"Hewett, Sherice",FR-1,Northern Michigan,,,12.50m,"41' 0.25""",,GLIAC Outdoor Track & Field Championship,"May 2, 2012"
8,2012,D2,TJ,Women,"Milton, Latycia",SR-4,Claflin,,,12.46m,"40' 10.5""",,SIAC Track and Field Championship,"Apr 19, 2012"
9,2012,D2,TJ,Women,"Potter, Ashley",SR-4,Western Oregon,,,12.42m,"40' 9""",,GNAC Outdoor Track & Field Championships,"May 11, 2012"
10,2012,D2,TJ,Women,"Boyd, Calsie",SR-4,Seton Hill,,,12.41m,"40' 8.75""",,Campbell Wright Open,"May 4, 2012"
11,2012,D2,TJ,Women,"Yingling, Amber",JR-3,Grand Canyon,,,12.39m,"40' 7.75""",,2012 Baldy Castillo Invitational,"Mar 16, 2012"
12,2012,D2,TJ,Women,"Peterson, Jalexis",JR-3,Pittsburg St.,,,12.35m,"40' 6.25""",,Fort Hays State Quad,"Apr 7, 2012"
13,2012,D2,TJ,Women,"Warman, Emily",JR-3,Western Washington,,,12.32m,"40' 5""",,Azusa Pacific Bryan Clay Invitational,"Apr 20, 2012"
14,2012,D2,TJ,Women,"Burke, Shankevia",JR-3,Fort Valley State,,,12.28m,"40' 3.5""",,SIAC Track and Field Championship,"Apr 19, 2012"
14,2012,D2,TJ,Women,"Yates, Jessica",JR-3,Grand Canyon,,,12.28m,"40' 3.5""",,New Mexico Tailwind Invitational,"Apr 6, 2012"
16,2012,D2,TJ,Women,"Barfield, Jessica",JR-3,Cal St. Los Angeles,,,12.23m,"40' 1.5""",,2012 Cal-Nevada Championships,"Mar 31, 2012"
16,2012,D2,TJ,Women,"Mitchell, Tiara",FR-1,New Haven,,,12.23m,"40' 1.5""",,NEICAAA Outdoor Track & Field Championship,"May 10, 2012"
18,2012,D2,TJ,Women,"Walker, Melissa",,U-Mary,,,12.19m,"40' 0""",,DSU Blue Hawk Games,"Apr 20, 2012"
19,2012,D2,TJ,Women,"Abraham, Brittany",,Virginia Union,,,12.16m,"39' 10.75""",,CIAA Outdoor Track & Field Championships,"Apr 20, 2012"
20,2012,D2,TJ,Women,"Bemis, Tabitha",,Edinboro,,,12.14m,"39' 10""",,PSAC Outdoor Track & Field Championship,"May 3, 2012"
21,2012,D2,TJ,Women,"Bowens, Kirsten",SO-2,St. Augustine's,,,12.13m,"39' 9.75""",,CIAA Outdoor Track & Field Championships,"Apr 20, 2012"
21,2012,D2,TJ,Women,"Hargraves, Whitney",SR-4,TAMU-Commerce,,,12.13m,"39' 9.75""",,Lone Star Conference Championships,"May 3, 2012"
23,2012,D2,TJ,Women,"Conyers, Briana",FR-1,New Haven,,,12.09m,"39' 8""",,NEICAAA Outdoor Track & Field Championship,"May 10, 2012"
24,2012,D2,TJ,Women,"Lotze, Katharine",JR-3,Central Washington,,,12.08m,"39' 7.75""",,GNAC Outdoor Track & Field Championships,"May 11, 2012"
1,2012,D3,100,Men,"Smith, Johnathan",SO-2,Guilford,10:51,10.51,,,,High Point VertKlasse Meeting,"Mar 24, 2012"
2,2012,D3,100,Men,"Turner, Kenneth",JR-3,McMurry,10:52,10.52,,,,American Southwest Conference Championships,"Apr 27, 2012"
3,2012,D3,100,Men,"Dennis, Thurgood",,Wis.-Eau Claire,10:54,10.54,,,,2012 WIAC Outdoor Track & Field Championships,"May 4, 2012"
4,2012,D3,100,Men,"Kone, Dominique",,Colby,10:56,10.56,,,,NESCAC Track & Field Championships,"Apr 28, 2012"
5,2012,D3,100,Men,"Tillman, Kimble",SR-4,Whittier,10:57,10.57,,,,2012 SCIAC Track & Field Championships,"Apr 27, 2012"
6,2012,D3,100,Men,"Padron, Jonathan",,Occidental,10:58,10.58,,,,2012 SCIAC Track & Field Championships,"Apr 27, 2012"
6,2012,D3,100,Men,"Dowe, Davivorn",SR-4,Dubuque,10:58,10.58,,,,UWL Last Chance,"May 17, 2012"
8,2012,D3,100,Men,"Gray, Bruce",,Greenville,10:59,10.59,,,,NCC Gregory Final Qualifier,"May 15, 2012"
8,2012,D3,100,Men,"Odom, Trevon",,McMurry,10:59,10.59,,,,American Southwest Conference Championships,"Apr 27, 2012"
10,2012,D3,100,Men,"Bernstein, Sean",SR-4,Oneonta,10:6,10.6,,,,2012 PLNU Collegiate Scoring Meet,"Mar 22, 2012"
10,2012,D3,100,Men,"Scovel, Allen",SR-4,Central College,10:6,10.6,,,,IIAC Conference Championships,"May 10, 2012"
12,2012,D3,100,Men,"Davis, Merrell",,Concordia (Ill.),10:62,10.62,,,,NAC Outdoor Track & Field Championships,"May 4, 2012"
13,2012,D3,100,Men,"Green, Kiante",,Monmouth (Ill.),10:63,10.63,,,,Midwest Conference Championships,"May 11, 2012"
13,2012,D3,100,Men,"Thigpen, Terrence",SR-4,Wis.-La Crosse,10:63,10.63,,,,2012 WIAC Outdoor Track & Field Championships,"May 4, 2012"
13,2012,D3,100,Men,"Brown-Griffin, Moriarty",,Wis.-Whitewater,10:63,10.63,,,,2012 WIAC Outdoor Track & Field Championships,"May 4, 2012"
16,2012,D3,100,Men,"Banjo, Victor",FR-1,Wittenberg,10:64,10.64,,,,NCC Gregory Final Qualifier,"May 15, 2012"
16,2012,D3,100,Men,"Brown, Ackeme",JR-3,Ramapo,10:64,10.64,,,,Ramapo College Roadrunner Invitational,"Apr 6, 2012"
16,2012,D3,100,Men,"Pitts, Travis",SR-4,Delaware Valley,10:64,10.64,,,,ECAC DIII Outdoor Track & Field Championships,"May 17, 2012"
19,2012,D3,100,Men,"Bee, Nick",,Wis.-Whitewater,10:65,10.65,,,,2012 WIAC Outdoor Track & Field Championships,"May 4, 2012"
20,2012,D3,100,Men,"Hyland, LJ",SR-4,Carroll,10:66,10.66,,,,Midwest Conference Championships,"May 11, 2012"
21,2012,D3,100,Men,"Roberts, Jarell",SR-4,St. Lawrence,10:68,10.68,,,,2012 Liberty League Outdoor Track and Field Championship,"Apr 21, 2012"
21,2012,D3,100,Men,"Sikorski, David",SR-4,Wis.-La Crosse,10:68,10.68,,,,UWL Last Chance,"May 17, 2012"
23,2012,D3,100,Men,"Nakaoka, Richard",SR-4,Redlands,10:69,10.69,,,,2012 SCIAC Track & Field Championships,"Apr 27, 2012"
23,2012,D3,100,Men,"Drew, LaDarius",FR-1,Wesleyan,10:69,10.69,,,,NESCAC Track & Field Championships,"Apr 28, 2012"
1,2012,D3,100,Women,"Chavis, Ashlynn",SR-4,Methodist,11:83,11.83,,,,Raleigh Relays,"Mar 30, 2012"
2,2012,D3,100,Women,"Johnson, Erica",SR-4,Buffalo State,11:88,11.88,,,,6th Annual Gator Invitational,"May 11, 2012"
3,2012,D3,100,Women,"Carney, Ashley",,Augsburg,11:89,11.89,,,,MIAC Championship,"May 11, 2012"
4,2012,D3,100,Women,"Anderson, Monique",SO-2,Texas Lutheran,11:92,11.92,,,,Incarnate Word Last Chance Meet,"May 10, 2012"
5,2012,D3,100,Women,"Wirtz, Brittni",FR-1,Wis.-Oshkosh,11:95,11.95,,,,UWL Last Chance,"May 17, 2012"
5,2012,D3,100,Women,"Goode, Tiarra",SO-2,Birmingham-Southern,11:95,11.95,,,,2012 SCAC Outdoor Track & Field Championships,"Apr 27, 2012"
7,2012,D3,100,Women,"Magelssen, Ashley",,Bethel (Minn.),11:98,11.98,,,,MIAC Championship,"May 11, 2012"
7,2012,D3,100,Women,"Wippermann, Caitlin",SR-4,Wis.-La Crosse,11:98,11.98,,,,UWL Last Chance,"May 17, 2012"
9,2012,D3,100,Women,"Bettinger, Renee",SR-4,Wheaton (Ill.),11:99,11.99,,,,UWL Last Chance,"May 17, 2012"
10,2012,D3,100,Women,"Rozeske, Christina",,St. Thomas (Minn.),12:0,12.0,,,,MIAC Championship,"May 11, 2012"
11,2012,D3,100,Women,"Henry, Sasha",JR-3,Buffalo State,12:01,12.01,,,,2012 RWC Raider Invitational,"Apr 28, 2012"
12,2012,D3,100,Women,"Wise, Briana",SR-4,Worcester State,12:04,12.04,,,,NEICAAA Outdoor Track & Field Championship,"May 10, 2012"
12,2012,D3,100,Women,"Coleman, Kendra",JR-3,McMurry,12:04,12.04,,,,American Southwest Conference Championships,"Apr 27, 2012"
14,2012,D3,100,Women,"Grant, Penny",SR-4,Greenville,12:05,12.05,,,,NCCAA Championships,"May 3, 2012"
15,2012,D3,100,Women,"Morrison, Skye",SR-4,Wartburg,12:06,12.06,,,,IIAC Conference Championships,"May 10, 2012"
15,2012,D3,100,Women,"Wilson, Bria",FR-1,Methodist,12:06,12.06,,,,Charlotte Invitational,"Apr 20, 2012"
15,2012,D3,100,Women,"Morrison, Nevada",SR-4,Wartburg,12:06,12.06,,,,Luther vs. Wartburg Dual,"May 3, 2012"
18,2012,D3,100,Women,"Sellers, Kelsea",SR-4,Adrian,12:07,12.07,,,,IWU Pre Conference Challenge,"Apr 21, 2012"
19,2012,D3,100,Women,"Dinsmore, Jaela",SR-4,Willamette,12:09,12.09,,,,2012 West Coast Invitational,"May 12, 2012"
19,2012,D3,100,Women,"Simmons, Katisha",FR-1,Medgar Evers,12:09,12.09,,,,CUNYAC Outdoor Track & Field Championships,"May 11, 2012"
19,2012,D3,100,Women,"Greenup, Jordanne",SR-4,Wis.-Eau Claire,12:09,12.09,,,,UWL Last Chance,"May 17, 2012"
22,2012,D3,100,Women,"Coleman, Felicia",,Central College,12:11,12.11,,,,IIAC Conference Championships,"May 10, 2012"
22,2012,D3,100,Women,"Robinson, Ariel",,Millikin,12:11,12.11,,,,CCIW Championships,"May 3, 2012"
24,2012,D3,100,Women,"Crutchfield, Nicole",SO-2,La Verne,12:13,12.13,,,,2012 SCIAC Track & Field Championships,"Apr 27, 2012"
1,2012,D3,10000,Men,"Schmidt, Michael",SR-4,Middlebury,29:23:62,1763.62,,,,Stanford Invitational,"Apr 6, 2012"
2,2012,D3,10000,Men,"Novara, Eddie",SR-4,Geneseo St.,29:32:75,1772.75,,,,Penn Relays,"Apr 26, 2012"
3,2012,D3,10000,Men,"Nelson, Tim",,Wis.-Stout,29:35:78,1775.78,,,,NCC First Chance Track & Field Meet,"Mar 30, 2012"
4,2012,D3,10000,Men,"Monson, Devin",SR-4,Hamline,29:37:13,1777.13,,,,"2012 Hillsdale College ""GINA"" Relays","Apr 26, 2012"
5,2012,D3,10000,Men,"Kerr, Dan",SR-4,Calvin,29:42:36,1782.36,,,,"2012 Hillsdale College ""GINA"" Relays","Apr 26, 2012"
6,2012,D3,10000,Men,"Schilit, Jordan",JR-3,Haverford,29:46:07,1786.07,,,,Princeton Sam Howell Invitational,"Apr 6, 2012"
7,2012,D3,10000,Men,"Berube, Lee",SR-4,Geneseo St.,29:48:95,1788.95,,,,Bison Outdoor Classic 2012,"Apr 14, 2012"
8,2012,D3,10000,Men,"Breitbach, Thomas",SR-4,Wis.-Eau Claire,29:51:98,1791.98,,,,NCC First Chance Track & Field Meet,"Mar 30, 2012"
9,2012,D3,10000,Men,"Sathre, Ben",SR-4,St. Thomas (Minn.),29:52:43,1792.43,,,,2012 Drake Relays,"Apr 25, 2012"
10,2012,D3,10000,Men,"Kerley, Dan",JR-3,North Central (Ill.),29:58:23,1798.23,,,,2012 Drake Relays,"Apr 25, 2012"
11,2012,D3,10000,Men,"Jones, William",JR-3,Franciscan (Ohio),30:00:82,1800.82,,,,2012 Sparky Adams Invitational,"Apr 21, 2012"
12,2012,D3,10000,Men,"Salukombo, Makorobondo",SR-4,Denison,30:02:25,1802.25,,,,Raleigh Relays,"Mar 30, 2012"
13,2012,D3,10000,Men,"Harper, Daniel",JR-3,MIT,30:07:44,1807.44,,,,IC4A/ECAC Outdoor Track & Field Championships,"May 11, 2012"
14,2012,D3,10000,Men,"Dewitt, John",,Wis.-Oshkosh,30:14:30,1814.3,,,,"2012 Hillsdale College ""GINA"" Relays","Apr 26, 2012"
15,2012,D3,10000,Men,"Muller, Caleb",SR-4,Marietta,30:16:04,1816.04,,,,2012 Colonial Relays,"Apr 5, 2012"
16,2012,D3,10000,Men,"Kramer, Nick",SR-4,Calvin,30:16:42,1816.42,,,,Rhodes Open,"Mar 17, 2012"
17,2012,D3,10000,Men,"Whitmore, Billy",,U. of Chicago,30:18:56,1818.56,,,,2012 Chicagoland Championships,"Apr 6, 2012"
18,2012,D3,10000,Men,"Hasenstein, Sean",SR-4,Wis.-Stevens Point,30:19:49,1819.49,,,,2012 Drake Relays,"Apr 25, 2012"
19,2012,D3,10000,Men,"Vavra, James",SR-4,Rochester,30:22:28,1822.28,,,,Penn Relays,"Apr 26, 2012"
20,2012,D3,10000,Men,"Andrews, Tyler",JR-3,Tufts,30:22:82,1822.82,,,,IC4A/ECAC Outdoor Track & Field Championships,"May 11, 2012"
21,2012,D3,10000,Men,"Sokas, Brian",SO-2,Haverford,30:25:55,1825.55,,,,Princeton Sam Howell Invitational,"Apr 6, 2012"
22,2012,D3,10000,Men,"Sohail, Faraz",SR-4,Haverford,30:26:81,1826.81,,,,Princeton Sam Howell Invitational,"Apr 6, 2012"
23,2012,D3,10000,Men,"Burnstein, Michael",SR-4,Washington U.,30:26:87,1826.87,,,,2012 UAA Outdoor Track & Field Championships,"Apr 28, 2012"
24,2012,D3,10000,Men,"Vander Roest, Matt",SR-4,Calvin,30:27:31,1827.31,,,,Rhodes Open,"Mar 17, 2012"
1,2012,D3,10000,Women,"Enabnit, Alana",,Wartburg,35:03:17,2103.17,,,,Wartburg Outdoor Select,"Apr 5, 2012"
2,2012,D3,10000,Women,"Sigmund, Laura",SR-4,Wartburg,35:05:65,2105.65,,,,Wartburg Outdoor Select,"Apr 5, 2012"
3,2012,D3,10000,Women,"Dalton, Alyson",SR-4,Cortland St.,35:34:23,2134.23,,,,Bison Outdoor Classic 2012,"Apr 14, 2012"
4,2012,D3,10000,Women,"Childs-Walker, Simone",SR-4,Carleton,35:40:87,2140.87,,,,2012 Drake Relays,"Apr 25, 2012"
5,2012,D3,10000,Women,"Steinbrunner, Alison",,Ohio Northern,35:44:61,2144.61,,,,Wash U Mini Meet,"Mar 23, 2012"
6,2012,D3,10000,Women,"Haen, Kelly",SR-4,Wis.-Stevens Point,35:45:75,2145.75,,,,2012 Drake Relays,"Apr 25, 2012"
7,2012,D3,10000,Women,"Braun, Stefanie",SR-4,Plattsburgh St.,35:49:27,2149.27,,,,Bison Outdoor Classic 2012,"Apr 14, 2012"
8,2012,D3,10000,Women,"Sizek, Julia",,U. of Chicago,36:04:08,2164.08,,,,NCC Dr. Keeler Track & Field Meet - 2012,"May 10, 2012"
9,2012,D3,10000,Women,"Williams, Rachael",,Illinois Wesleyan,36:06:34,2166.34,,,,NCC Dr. Keeler Track & Field Meet - 2012,"May 10, 2012"
10,2012,D3,10000,Women,"Campbell, Catherine",SR-4,Dickinson,36:06:59,2166.59,,,,Bison Outdoor Classic 2012,"Apr 14, 2012"
11,2012,D3,10000,Women,"Lee, Emma",,St. Olaf,36:07:61,2167.61,,,,2012 Drake Relays,"Apr 25, 2012"
12,2012,D3,10000,Women,"Tempone, Traci",SO-2,Elizabethtown,36:07:79,2167.79,,,,Bison Outdoor Classic 2012,"Apr 14, 2012"
13,2012,D3,10000,Women,"Kunkel, Danielle",,Wis.-Platteville,36:10:31,2170.31,,,,"2012 Hillsdale College ""GINA"" Relays","Apr 26, 2012"
14,2012,D3,10000,Women,"Clarke, Holly",JR-3,Johns Hopkins,36:10:39,2170.39,,,,Raleigh Relays,"Mar 30, 2012"
15,2012,D3,10000,Women,"Colling, Julia",,Wis.-Stevens Point,36:11:08,2171.08,,,,NCC Dr. Keeler Track & Field Meet - 2012,"May 10, 2012"
16,2012,D3,10000,Women,"Rydeen, Katie",SR-4,Wis.-River Falls,36:13:96,2173.96,,,,NCC Dr. Keeler Track & Field Meet - 2012,"May 10, 2012"
17,2012,D3,10000,Women,"McVay , Elaine",,MIT,36:14:88,2174.88,,,,New England DIII Outdoor Track & Field Championships,"May 3, 2012"
18,2012,D3,10000,Women,"Tave, Jennifer",SR-4,Claremont-Mudd-Scripps,36:16:64,2176.64,,,,54th Annual Mt. SAC Relays,"Apr 19, 2012"
19,2012,D3,10000,Women,"Anderson, Elise",SR-4,Illinois Wesleyan,36:17:80,2177.8,,,,NCC Dr. Keeler Track & Field Meet - 2012,"May 10, 2012"
20,2012,D3,10000,Women,"Smyth, Alison",SR-4,Carleton,36:19:47,2179.47,,,,MIAC Championship,"May 11, 2012"
21,2012,D3,10000,Women,"Rouillard, Molly",JR-3,Bridgewater St.,36:19:51,2179.51,,,,New England DIII Outdoor Track & Field Championships,"May 3, 2012"
22,2012,D3,10000,Women,"Michmerhuizen, Nicole",,Calvin,36:21:37,2181.37,,,,MIAA Track & Field Jamboree,"Apr 14, 2012"
23,2012,D3,10000,Women,"Warwick, Kate",SR-4,Brandeis,36:22:29,2182.29,,,,New England DIII Outdoor Track & Field Championships,"May 3, 2012"
24,2012,D3,10000,Women,"Malone, Rachel",FR-1,Brockport St.,36:23:48,2183.48,,,,ECAC DIII Outdoor Track & Field Championships,"May 17, 2012"
1,2012,D3,100H,Women,"Norville, Melissa",,Illinois College,13:84,13.84,,,,Midwest Conference Championships,"May 11, 2012"
2,2012,D3,100H,Women,"Goode, Tiarra",SO-2,Birmingham-Southern,13:93,13.93,,,,NCC Gregory Final Qualifier,"May 15, 2012"
3,2012,D3,100H,Women,"Goods, Camesha",,Wartburg,14:09,14.09,,,,IIAC Conference Championships,"May 10, 2012"
4,2012,D3,100H,Women,"McAllister, Tashina",,Wartburg,14:17,14.17,,,,IIAC Conference Championships,"May 10, 2012"
5,2012,D3,100H,Women,"Kline, Erin",,Wis.-Stevens Point,14:24,14.24,,,,UWL Last Chance,"May 17, 2012"
6,2012,D3,100H,Women,"Walker, Johanna",SR-4,Lebanon Valley,14:25,14.25,,,,Middle Atlantic Conferences Outdoor Championships,"May 3, 2012"
7,2012,D3,100H,Women,"Jones, Portia",SR-4,MIT,14:28,14.28,,,,NEICAAA Outdoor Track & Field Championship,"May 10, 2012"
7,2012,D3,100H,Women,"Guevel, Jacqueline",SO-2,Carnegie Mellon,14:28,14.28,,,,CMU Quad Meet,"Apr 7, 2012"
7,2012,D3,100H,Women,"Miresse, Kim",SR-4,Wis.-Eau Claire,14:28,14.28,,,,UWL Last Chance,"May 17, 2012"
10,2012,D3,100H,Women,"Dunham, Jazmin",,Buffalo State,14:3,14.3,,,,NCC Gregory Final Qualifier,"May 15, 2012"
10,2012,D3,100H,Women,"Kring, Taylor",SO-2,Mount Union,14:3,14.3,,,,28th Annual Toledo Invitational (College/Open),"May 3, 2012"
12,2012,D3,100H,Women,"Dewart, Emma",SR-4,Ithaca,14:35,14.35,,,,ECAC DIII Outdoor Track & Field Championships,"May 17, 2012"
13,2012,D3,100H,Women,"Morris, Brittanie",SO-2,Methodist,14:41,14.41,,,,High Point VertKlasse Meeting,"Mar 24, 2012"
